,Word,Occurance
30092,beveragetrade,1
30093,buisnessman,1
30094,citizin,1
30095,misake,1
30096,notable,1
30097,bizbashhttpowlyg7pbm,1
30098,santanacarlos,2
30099,cadillacchampionship,1
30100,trumpdoralhttpowlyg7wcl,1
30101,avenueinsider,1
30102,giveaway,1
30103,httpbitly1z1xswm,1
30104,lanaedwards77,1
30105,assess,2
30106,mrsjpg,1
30107,cpcoasterguy94,1
30108,itstsize,1
30109,matablets,1
30110,lean,3
30111,linseygile,1
30112,advertisement,2
30113,sadhe,1
30114,liquidkowboy,1
30115,againyou,1
30116,nomoreclintons,1
30117,fa6891e38f8f4bf,1
30118,henrylewski,2
30119,mikeolmusic,1
30120,tangoechoalpha,1
30121,mikeolmusici,1
30122,humongous,1
30123,bisignano912704,2
30124,maxdub12,1
30125,cameos,1
30126,homealone,1
30127,garrettcox,2
30128,nancypa14679248,2
30129,onesgod,1
30130,lucyjen33,1
30131,yungcarps,1
30132,snurk,10
30133,bernardcastro3,3
30134,n7batchelor,1
30135,jjbentleyartist,1
30136,httpamznto1xl94vh,1
30137,pictwittercomkv9pttdxm7,1
30138,httpwwwtrumphotelcollectioncompanama,1
30139,alana,1
30140,positionshttpwwwnewsmaxcomfastfeaturesdonaldtrump2016keypolitical20141223id614808,1
30141,inboxleekersey,2
30142,rickjones220,1
30143,nickzizzo77,1
30144,jimmycapo65,1
30145,govern,2
30146,christmasmy,1
30147,matttemplin,1
30148,mooovinon,5
30149,tnyankeefan35,1
30150,merryrolltidechristmas,1
30151,alangnahz,1
30152,luckyblue02,1
30153,hospitalhttpwwweventsstjudeorglapsforlove,1
30154,theinfinitus1,1
30155,exotic,1
30156,notnottildaswin,3
30157,fsdiva06,1
30158,santaall,1
30159,1my,1
30160,2to,1
30161,titletown899004,1
30162,tamkyn,1
30163,intrests,1
30164,coalcitizens,1
30165,greatcudi,1
30166,stepharv32,1
30167,presidentwow,1
30168,dbplanchon,1
30169,installed,2
30170,ttmerry,1
30171,fsusanades,1
30172,randallburton20,1
30173,replaybeatles,1
30174,vivianbrown21,1
30175,iamtamiq,1
30176,abanoubabdel,1
30177,apprenctice,1
30178,kbssidhu1961,1
30179,thegre81,2
30180,tomorrowwas,1
30181,cisrabbit,1
30182,amercians,1
30183,merryxmas,1
30184,steventobiasz,1
30185,httpstwittercomsteventobiaszstatus548350958678573057photo1pictwittercomtujy0r5g7x,1
30186,skinner5569,2
30187,gabrielsetyono,1
30188,briliant,2
30189,merrychristmas,1
30190,ashtonjfloyd,1
30191,thatshortkidjoe,1
30192,champagneglam,1
30193,michaelmoetoe,1
30194,patriotflag2016,1
30195,cyrustvirus,1
30196,xmas,2
30197,bofa,1
30198,garyleelogan1,1
30199,2016we,2
30200,presidentnot,1
30201,owebumma,1
30202,importent,1
30203,sukhyjaveed,1
30204,mentoring,1
30205,sparkleawin,4
30206,frankdimauro,2
30207,dominickcasucci,1
30208,partially,4
30209,tristanmf,1
30210,rachaelmarieabl,1
30211,outta,4
30212,itisjohndoe,1
30213,lizbaregu,1
30214,viksquad,2
30215,httpstwittercomviksquadstatus548990430894096384photo1pictwittercomlbpxqjfs6l,1
30216,lillywinfree,1
30217,trumpwinfree2016,1
30218,dkbarnes1,1
30219,nowreading,1
30220,mytowntutors,1
30221,httpbitly1nzrnhm,1
30222,putter,2
30223,lizmpizz,1
30224,chicagocut,1
30225,espncaddie,1
30226,birdie,1
30227,stretch,1
30228,heidialbertsen,1
30229,palmbeach,1
30230,mrsvanessatrump,2
30231,laraleatrump,4
30232,pictwittercomjagkvgdacv,1
30233,geo22222,2
30234,twirling,1
30235,steelersbengals,1
30236,2it,1
30237,httpstwittercomdanscavinostatus549382948211154944photo1pictwittercomkksgji1qtg,1
30238,jonalbanese,1
30239,realgilbert,13
30240,yelling,1
30241,crylaugh,1
30242,michiganman567,1
30243,lookupfolks,1
30244,executivepour,1
30245,fionacarterr,2
30246,inmeyeopinion,1
30247,crazymamaa,6
30248,apprentise,1
30249,leaderwho,1
30250,shantigtantig,2
30251,anniedrews,2
30252,followdotch,1
30253,premiereget,1
30254,eyesjudieyes,1
30255,epilepsy,1
30256,mer1135,2
30257,thescroggins12,1
30258,firehart555,1
30259,coolwillie13,1
30260,sheryllaine,1
30261,hwpal,1
30262,donaldtrump16,1
30263,jenlea78,1
30264,marriamf,1
30265,twinroj,1
30266,drchimrickles,3
30267,elephantpeacock,1
30268,hanger,1
30269,pmuisiner,1
30270,suspicion,1
30271,woke,5
30272,analysis,11
30273,paxtonpete,1
30274,httpwwwdailymailcoukhealtharticle2862594familydesperatesavedaughtercancercrushingdrinkscansscrapyardraisepenniesmake150000lifesavingtreatmentabroadhtml,1
30275,lookgoodfeelgoodscangood,1
30276,markfleming22,2
30277,doubletrump,1
30278,foscott,1
30279,dominated,5
30280,fannespears,1
30281,theirs,6
30282,paulynesian,1
30283,wordsall,1
30284,ramonatila,1
30285,practical,2
30286,poetry,2
30287,newsintheburg,1
30288,dchttpwwwfredericksburgcomentertainmentfooddrinkjoseandrestoopenrestaurantindctrumphotelarticled475cb6e928152f9afe6930709e3573chtml,1
30289,cstsizzle,1
30290,billzwecker,1
30291,shares,4
30292,httpentertainmentsuntimescomtelevisiondonaldsharesinsightscelebrityapprentice,1
30293,lighthttpwwwcarricktodaycouknewslocalheadlinestrumpsgrandplansforturnberryresortgetthegreenlight13642229,1
30294,httpstvyahoocomvideodonaldtrumpbrutalseasoncelebrity140000029html,2
30295,yahootv,2
30296,steelwire,1
30297,micromanage,1
30298,micromanagehttpwwwinccomdrewgreenblattdonaldtrumptomicromanageornottomicromanagehtml,1
30299,fruition,2
30300,krb117,1
30301,coachdanmullen,2
30302,orangebowl,1
30303,hailstate,1
30304,vrafaaa,1
30305,bryabntshirley1,2
30306,interpid,1
30307,kindest,1
30308,loosers,1
30309,hebexcursions,1
30310,hebridean,1
30311,excursions,1
30312,gigicats6,1
30313,rinibobusepi,2
30314,hovg,1
30315,robcesternino,1
30316,httphallofverygoodcom2014articlesjohnnydamonfenwayfaithfultougherthandonaldtrumphtml,1
30317,elf,1
30318,restless,1
30319,boardroomhttpwwwnbccomthecelebrityapprentice,1
30320,impresshttpwww1macyscomshopmensclothingdonaldjtrumpid11746,1
30321,hrc,10
30322,frankpuggi,2
30323,sellingva,1
30324,peterupfield,1
30325,brettneveraski,1
30326,httpstwittercombrettneveraskistatus550387045466902529photo1pictwittercomxxcpauswup,1
30327,cpetelis,2
30328,merideth,1
30329,1222,1
30330,djspookyshadow,1
30331,joelmch2os,1
30332,httpwwwtopcarmelrealestatecom,1
30333,jobsnarechs,1
30334,gillule4,1
30335,clubhappy,1
30336,outsmart,2
30337,jaayzen,4
30338,fulfill,5
30339,teamconquerca,1
30340,thetrump,3
30341,angelatn777,1
30342,gochico,2
30343,hasmyrespectvote,1
30344,grandmiapens,1
30345,marcaardvark,2
30346,paulparmar1,1
30347,llankers,1
30348,flicka,2
30349,archangeljf12,2
30350,winningticket2016,1
30351,trumpcruz2016,1
30352,talentlesscook,1
30353,yankeejayman,1
30354,joshhammer77,1
30355,danwolff22,1
30356,tlowery19,1
30357,jmcafee23,1
30358,trumppotus2016,1
30359,happynewyear,2
30360,sarapattersonn,1
30361,felixwhiskas,1
30362,samanthajrose,1
30363,iintend,1
30364,flinched,1
30365,loreleijp,1
30366,alphaquintesson,2
30367,kdanielsk,4
30368,misstcassidy,4
30369,allaboutthetea,4
30370,brandi,13
30371,icahnkravisbuffet,1
30372,menve,1
30373,lawyet,1
30374,diannelea1958,3
30375,channelguide,3
30376,dungyots,2
30377,httpstwittercomdungyotsstatus551121039171010560photo1pictwittercomuv1xwdd7wf,1
30378,funwho,1
30379,uniquecaptures,2
30380,photocritic,1
30381,wlots,1
30382,frisbiekaren,1
30383,joshhadleysays,1
30384,sequel,2
30385,1990s,1
30386,every1,1
30387,excelent,1
30388,tellyplanet,1
30389,series4,1
30390,trillacamila,2
30391,stevencena35,1
30392,abcfamily,2
30393,rustyhook2,2
30394,billary,1
30395,brianmuldoon,1
30396,theedwardk,1
30397,morrisfrance,1
30398,mfonnest,1
30399,fredosantanass,1
30400,bbolaji9,1
30401,midniteracers,1
30402,nicknlawrie,1
30403,strident,1
30404,arrestjoepa,2
30405,runningdeep67,1
30406,httpyoutubegv1yv6v0xui,1
30407,evenings,5
30408,replayed,1
30409,unbroken,1
30410,chrisrosica,1
30411,harveyrabitto,1
30412,jayrav3,1
30413,aanders07,1
30414,lmechx,1
30415,likabrdthatflew,1
30416,puppyslug,8
30417,saveoursouls,1
30418,trudyunis,1
30419,nbcdfw,2
30420,erickingnbc5,1
30421,apprenticenbc’s,1
30422,seasonhttpwwwnbcdfwcomvideoonairasseenondonaldivankatrumpdiscusscelebrityapprentice287123951,1
30423,98chttpwwwnbccomthecelebrityapprentice,1
30424,showjumping,2
30425,httphorsetalkconz20150101floridatrumpinvitationalstartsshowjumpingyearixzz3nn4njget,1
30426,maralagos,1
30427,soapbox1,1
30428,sundayhttpwwwpalmbeachdailynewscomnewsnewslocalhorsejumpinggrandprixreturnstomaralagosunnjd6jsthashevgy8pmfdpuf,1
30429,theshowoff85,1
30430,girltysm,1
30431,tvgeek,1
30432,wouldnotmind,1
30433,thepaul08,2
30434,premiers,1
30435,httpinstagramcompxaipijghfpmodaltrue,1
30436,berniesandner,2
30437,llluminatedones,2
30438,httpstwittercomllluminatedonesstatus551563992163155969photo1pictwittercompm0b8cmjfn,1
30439,joeferrarijoe,1
30440,fenway315,1
30441,jerryzhang,1
30442,foreignblood,1
30443,arsss,1
30444,kekepania822,1
30445,rona65,1
30446,umpteenth,1
30447,mollystew,1
30448,housewives,2
30449,organics2014,1
30450,deniseplante,1
30451,httpwwwnbccomthecelebrityapprentice,1
30452,mycrashis,1
30453,barbarabee2u,1
30454,miclimber,1
30455,amazonfiretv,1
30456,leadiliberto,1
30457,cherylynn6464,1
30458,sistertrue,1
30459,dpal1996,2
30460,tube,1
30461,terrelljohnny,1
30462,patjeanes,1
30463,shellsternyc,1
30464,pamking8628,4
30465,mikerandcom,2
30466,teamleeza,5
30467,my2bcollies,1
30468,miloandjack,1
30469,milo,1
30470,complimentary,2
30471,lisamichelle,1
30472,wristbridge,1
30473,mattlytle,1
30474,hobbyath,1
30475,getoffmytv,1
30476,rosaleeadams,1
30477,shihtzupad,1
30478,jskibler,2
30479,mrdrewscott,1
30480,mrsilverscott,2
30481,unstoppable,4
30482,tbcbranding,1
30483,bizminded,1
30484,tweeps,2
30485,sharktanknation,1
30486,restaurantstartup,1
30487,theprofitill,1
30488,davidthomasno1,1
30489,bbcone,1
30490,leezascarecafe,1
30491,davidbodner,1
30492,janzenerika,1
30493,pvr,1
30494,jillybadilly,1
30495,chrisjpmac,1
30496,nbcsuch,1
30497,captivating,1
30498,heidilucky,1
30499,theprofitcnbc,1
30500,faves,1
30501,cinna33,1
30502,ondown,1
30503,gauntlet,1
30504,nicoleamarin,3
30505,ticktock,1
30506,pameladunfee,1
30507,httpinstagramcompxcpevkghuimodaltrue,1
30508,mlratchford,1
30509,teamgilbert,1
30510,fabiolasellsnj,3
30511,flowerchic462,1
30512,skacreek,1
30513,domination,3
30514,jasonpriestley,1
30515,princessrisssss,1
30516,fabulyss22,1
30517,stacekop,1
30518,geraldo,29
30519,bucherbrandon,1
30520,kiernanproud,1
30521,michaelsdevine,2
30522,sticks,1
30523,straitblazin,1
30524,gagainfla,1
30525,sanctimonious,2
30526,teerexbc,1
30527,peachespulliam,3
30528,jakekrippner,1
30529,tnelly813,1
30530,kristacantwell,1
30531,michaelmpierce,1
30532,dbarbs1,1
30533,stevieskenergy,1
30534,nbcapprentice,2
30535,savesksocial,1
30536,justsoldcom,3
30537,sarahlynellis,2
30538,seasonrealdonaldtrump,1
30539,mumlvs2run,1
30540,kitchen,3
30541,josportsgal,1
30542,workhard,1
30543,glendakparks,1
30544,thereader23,1
30545,josemar87531474,1
30546,flavors,1
30547,pies,1
30548,brendalynwraps,1
30549,leeza,10
30550,carrieon2014,1
30551,tgambinovent,1
30552,plez,1
30553,kristyhernandez,2
30554,briankgarver,1
30555,shawn,10
30556,naomiepstein,2
30557,redux,1
30558,oriontrunk,1
30559,circus,6
30560,biggangvh1,1
30561,actuallydominic,2
30562,askkevin,2
30563,teamkevin,4
30564,jwundy,3
30565,remember91808,1
30566,senniec,1
30567,thatsoundstasty,1
30568,pie,3
30569,poorthing,1
30570,didyouseethat,1
30571,otowned,1
30572,housewife,1
30573,kimberlysyring,1
30574,amiguiza,1
30575,jonas,4
30576,ohbehave71,1
30577,hmmmm,1
30578,roswell2001,2
30579,prochekhomeinsp,1
30580,shortcakessheep,5
30581,thecccowanshow,1
30582,cav1301,1
30583,salans77,1
30584,tension,1
30585,jonasbrotha,1
30586,scdaily4,1
30587,itglad,1
30588,garybussey,2
30589,mari907,1
30590,gal,1
30591,terramarkov16,4
30592,blonde,1
30593,dissed,1
30594,mag0909,1
30595,teisen229,1
30596,cruebabe,2
30597,timothymcmanus4,1
30598,queenofspice,1
30599,lanaejonas22,1
30600,srqsweetheart,1
30601,buckle,2
30602,ftesternbtlsfan,1
30603,hmmm,1
30604,rchunter,1
30605,godigetitnow,1
30606,keisha,2
30607,derrickbolenva,1
30608,eyetweethere,1
30609,mnbosstom,1
30610,anthonyjamestv,1
30611,arizonanflfan,1
30612,storylines,1
30613,miasmiiles,1
30614,sarahss555,1
30615,christine8888,1
30616,marshaabrady,1
30617,keithwmcandrew,2
30618,catfight,1
30619,uglywewe,1
30620,luvsleopard2,1
30621,billybush,1
30622,alexperrry,1
30623,irwin171,1
30624,bethdelany,1
30625,boardrooms,1
30626,virgiegurl,1
30627,rockyroad,2
30628,cst,1
30629,loribuckmajor,1
30630,asedawg89,1
30631,travyj1,1
30632,sweetiee1s,2
30633,iiarwatch,1
30634,taped,3
30635,revelations,1
30636,lightshe,1
30637,moneygoes,1
30638,rachelredl,1
30639,ahhhhhh,1
30640,rickyvadw,2
30641,ameliasg,3
30642,sculptures,1
30643,juliemyra,1
30644,axpeters17,1
30645,missklamerti,1
30646,teamkenya,1
30647,candidlynic,1
30648,kathysimovski,1
30649,bigdogg1974,1
30650,dough,1
30651,ceecee928,1
30652,hearn,1
30653,aclrecoveryclub,1
30654,forth,4
30655,kbrozz26,1
30656,braunmatt,1
30657,summer0001,1
30658,danadelikat,1
30659,likable,1
30660,pointing,3
30661,heraldos,1
30662,bighead,1
30663,wootensmith,1
30664,shannonfamini,1
30665,rrodriguez62,1
30666,tmh813,1
30667,takeaselfie,1
30668,kennyking4,1
30669,justintgee,1
30670,tmrw,1
30671,datenight,1
30672,sixtoluis57,1
30673,pore,2
30674,mavelous,1
30675,aschultz2014,1
30676,notlazy,1
30677,newsfeed,1
30678,jordonbruno,1
30679,linsinn,1
30680,rongtr,1
30681,sig,5
30682,hanson,4
30683,bjohnson683,1
30684,billymayfield,1
30685,christinaaa28,1
30686,baaaaaack,1
30687,missskin604,1
30688,westcoast,1
30689,tokindaddy,2
30690,nellyquarez,1
30691,810pm,2
30692,httpbitly1dav4lu,1
30693,httpbitly1wqlcvq,1
30694,peoplemag,1
30695,amandamichl,1
30696,joanriverswas,1
30697,apprenticenbchttpwwwpeoplecomarticlejoanriverscelebrityapprenticedonaldivankatrump,1
30698,latimes’,1
30699,latshowtrackermondays,1
30700,highlightsapprenticenbcon,1
30701,nbchttpwwwlatimescomentertainmenttvshowtrackerlaetstmondaystvhighlightsthecelebrityapprenticeonnbc20150102storyhtml,1
30702,highlights,4
30703,apprenticenbchttpwwwnbccomthecelebrityapprentice,1
30704,pictwittercomtt0bbfx0pv,1
30705,californguy,2
30706,teambrandi,6
30707,therehope,1
30708,pictwittercom7eu4ewauom,1
30709,dcfoodsafety,11
30710,amusing,1
30711,hooked,4
30712,karileakennedy7,2
30713,nightingalicing,1
30714,mccull0817,1
30715,shinysheetolympic,1
30716,beachhttpowlygq6wr,1
30717,mindofmcn,1
30718,chrisgraham101,1
30719,ttonight,1
30720,eps,1
30721,iowa’s,1
30722,httpwwwiafreedomsummitcom,1
30723,feminamissindia,1
30724,judgeshttpbeautypageantsindiatimescommissuniversearchivesboxingchampmannypacquiaotojudgemissuniverse2015articleshow45739564cms,1
30725,mbgrimm02,1
30726,erintheresev,1
30727,simplemangreen,1
30728,angelathomps,1
30729,seriouslybright,2
30730,tamster613,3
30731,httpwpmepcs51fjx,1
30732,snottygirl,1
30733,gosselin,4
30734,waych,1
30735,yungtrilllord,1
30736,homie,1
30737,apprenteince,1
30738,ymctier,4
30739,maldollaz,1
30740,lghaas30,1
30741,mickeymiller33,1
30742,thevalleygirl,1
30743,mostintelligentrealityshow,1
30744,nancysperico,1
30745,andrewjthom,1
30746,intro,6
30747,727,1
30748,kimrichardsfans,1
30749,t9862ander,1
30750,mcgurricane,1
30751,hats,8
30752,katiemariebes14,1
30753,hollytyrer1,1
30754,ant,1
30755,jbeanlll,1
30756,justinjgraff,1
30757,pleasegetfired,1
30758,redrocket951,2
30759,tf,1
30760,debrajosephine,1
30761,madiewith1d,1
30762,princess,2
30763,musgravespark,2
30764,elcaminojesus,1
30765,dial,1
30766,gsiegman,1
30767,holy,3
30768,mtcphotography,1
30769,thnx,2
30770,httpwwwleezascareconnectionorg,1
30771,apseloff,1
30772,immature,1
30773,confrontational,1
30774,diva,1
30775,strongvoice,4
30776,temper,4
30777,joeycarna,2
30778,haileemh13,1
30779,jenkingporter,1
30780,candicebiscoe,1
30781,jaw,2
30782,conman13,1
30783,goodstuff,1
30784,pascalmahvi,1
30785,moxiebeautiful,1
30786,geraldos,2
30787,icyminnesota,1
30788,brat,2
30789,aquila7,1
30790,lizzysaupe,1
30791,amandajocountry,2
30792,theresanov68,1
30793,mymustang1964,1
30794,blakefish10,1
30795,celebs,3
30796,atroxell,1
30797,realitytvbliss,9
30798,tzn1980,1
30799,loveee,1
30800,megxmartine,1
30801,shelbz555,1
30802,kjfinks2champ,1
30803,twinkles,1
30804,angiekay500,1
30805,jayedavaughn,1
30806,stirs,1
30807,sexykeesh,1
30808,tlptracylee,1
30809,cough,3
30810,christybelle14,1
30811,missalliecat,1
30812,kategoselini,1
30813,hgswiney,4
30814,gretchbetch,1
30815,classless,1
30816,litleredhairgrl,2
30817,jules1327,1
30818,25whitney,2
30819,bachelor,1
30820,sonygyrl,1
30821,tlptrac,1
30822,trashy,2
30823,imho,1
30824,willchristoph,1
30825,gmailmaa,1
30826,foreal,1
30827,saraaanicole95,1
30828,intimidating,3
30829,basically,4
30830,madisonbb11,2
30831,justsaying,1
30832,alicesleuck,1
30833,luvoinc,1
30834,luvo,1
30835,heathy,1
30836,wtwo,2
30837,crisjensen,1
30838,nicnae,2
30839,vivicia,1
30840,alexpattillo,2
30841,jackievandyck,2
30842,tborio,2
30843,todaysrealmusic,2
30844,therealtimc,1
30845,srtsully,1
30846,egotistical,1
30847,selfcentered,1
30848,someonepunchgeraldo,1
30849,cyber1980,1
30850,misstyraj,1
30851,queenjames22,1
30852,carlosmirabal8,1
30853,musicfreakalex,1
30854,jimcureton,1
30855,milachka10,1
30856,seasonluv,1
30857,episodesgreat,1
30858,carolanncedr,1
30859,bludosky2014,1
30860,721,1
30861,httpwwwtrumpinternationalrealtycompropertygallerytrumptower,1
30862,sirowendisney,1
30863,kpolumbo,1
30864,yankeerunnerlvcan,1
30865,trick,10
30866,mccareydanny,1
30867,screwing,3
30868,burning,9
30869,elginet,4
30870,mgriffithnyc,1
30871,httpyoutubenizmblmixuy,1
30872,crowd—sold,1
30873,httpwwwtrumpgolfdoralcom,1
30874,daltonross,2
30875,recap,4
30876,trumphttptvrecapsewcomrecapthecelebrityapprenticeepisode2,1
30877,newsmanone,1
30878,moon,20
30879,apprenticenbchttpwwwdesmoinesregistercomstorynewslocaldanielfinney20150105mooncycleshawnjohnsonapprentice21317907,1
30880,peoplehttpwwwtmzcom20150105terrellowensdonaldtrumpcelebrityapprentice,1
30881,laweightloss,2
30882,kylesbaxter,1
30883,axe,1
30884,outsmarts,1
30885,thextor,1
30886,dixiefriedsport,1
30887,sportstalksc,1
30888,rileynordquist,1
30889,gennyhatesyou,1
30890,valdizzlebitch,1
30891,bilalkostashuk,1
30892,grammies28,2
30893,lexdeck,1
30894,swear,6
30895,kpdelbridge,5
30896,agegrilli35,2
30897,coollukehh,1
30898,paulomyftaraj,2
30899,misstetu,1
30900,everysingletime,1
30901,0nlypablo,1
30902,wherehaveibeen,1
30903,bhanks26,1
30904,anaustrian,1
30905,conventionhttpwwwbreitbartcombiggovernment20150107exclusivetrumptoaddresssouthcarolinateapartyconvention,1
30906,theybf,1
30907,donates,2
30908,peachespulliam’s,1
30909,kamp,1
30910,kizzyhttptheybfcom20150106theapprenticescelebrityapprenticestarvivicafoxattendsaprivatescreeningdonald,1
30911,httpwwwazcentralcomstoryentertainmentpeople20150105trumpspaytributetolatejoanrivers21297135,1
30912,azcentral,1
30913,paris,45
30914,cochair,1
30915,outlawed,2
30916,outlaws,2
30917,thestate,2
30918,andyshain,1
30919,httpwwwthestatecom201501073913621donaldtrumpjoinsother2016html,1
30920,myrtle,12
30921,httpwwwcarolinalivecomnewsstoryaspxid1145932vk2rcvf9n,1
30922,carolinalive,3
30923,timmcginniswpde,1
30924,vindaniels,1
30925,glennnights,1
30926,ak47,1
30927,japple8686,1
30928,my3alexandra,1
30929,unarmed,1
30930,satirical,2
30931,tedious,1
30932,smokey,1
30933,joshuadummer,3
30934,moneymakingshoe,1
30935,erniefan4life,1
30936,yankeerunnerlvplease,1
30937,demerytaylor,2
30938,kimann1,1
30939,bnicehouse,3
30940,lunatic,3
30941,cazeauhue,1
30942,urgency,2
30943,bennng,1
30944,eflaves,1
30945,forkin,1
30946,themattgrissom,1
30947,jackcity,1
30948,salomey5,1
30949,marylaand,1
30950,danielstephan,1
30951,somebodys,1
30952,mustafanadia,1
30953,chrispalmer,1
30954,latepreparing,1
30955,kencee11,1
30956,jakewiley12,1
30957,prowland11,2
30958,sassysexylove,6
30959,kinoflowbros,1
30960,awildpiglet,1
30961,savy,1
30962,salvatorenasca,1
30963,workprogress,1
30964,allidukes,1
30965,tristandixon17,1
30966,goodnight,1
30967,tight,5
30968,jonathanaldridge,1
30969,httpstwittercominsidesouthflstatus553183671801634816photo1pictwittercompllubr9wlf,1
30970,trumphttpwwwnbccomthecelebrityapprenticevideonobodyoutthinksdonaldtrump2837606,1
30971,starrmss,1
30972,meanest,1
30973,far’httpnypostcom20150106trumpcelebapprenticecontestantsthemeanestbyfar,1
30974,tommy,1
30975,httpinstagramcompxmhmhumhey,1
30976,arutzshevaen,1
30977,moshe,1
30978,succeedhttpwwwisraelnationalnewscomnewsnewsaspx189660vk6z0svf9m,1
30979,yeartrump,1
30980,7205yard,1
30981,doublesided,1
30982,httpwwwtrumpgolfdubaicom,1
30983,‘friend,1
30984,israel’,2
30985,algemeiner,6
30986,httpsgjcfnetgalajoin,1
30987,frances,1
30988,enabled,3
30989,attackhttpwwwnewsmaxcomheadlinedonaldtrumpfrancegunlawsparisattack20150108id617261ixzz3ogowg0rh,1
30990,duttyval202,1
30991,christstep,1
30992,mastermind,2
30993,nnogemane,1
30994,interviewthe,1
30995,lordmackie1,2
30996,gerlado,1
30997,stacyrippy,1
